node_id,label,type,period,language,p_language,description_excerpt
pub_schmidt_2016_freiheit_zur_haresie_rezeption_und_aktualitat_des_origenes_im_fr,Bernward Schmidt 2016 — Freiheit zur Häresie? Rezeption und Aktualität des Origenes im frühneuzeitlichen Frankreich,publication,Contemporary,de,1,Freiheit zur Häresie? Rezeption und Aktualität des Origenes im frühneuzeitlichen Frankreich
pub_koch_1979_pronoia_und_paideusis_studien_ueber_origenes_und_sein_verhaeltni,Hal Koch 1979 — Pronoia und Paideusis : Studien ueber Origenes und sein Verhaeltnis zum Platonismus,publication,Contemporary,de,0.99,Pronoia und Paideusis : Studien ueber Origenes und sein Verhaeltnis zum Platonismus
pub_cohen_2010_sabbath_law_and_mishnah_shabbat_in_origen_de_principiis,Shaye J. D. Cohen 2010 — Sabbath Law and Mishnah Shabbat in Origen De Principiis,publication,Contemporary,de,0.98,"»Vielmehr bietet [der Kommentar] auf höchstem Niveau eine substantielle Auseinandersetzung mit den Hintergründen, den Zusammenhängen, der Theorie und der Praxis des Grundgesetzes. Besseres lässt sich von einem Verfassung"
pub_furst_2015_origenes_humanista_pico_della_mirandolas_traktat_de_salute_orige,Alfons Fürst et al. 2015 — Origenes Humanista : Pico della Mirandolas Traktat De salute Origenis disputatio ; [Kolloquium zum Nachleben des Origenes über Pico della Mirandolas Traktat De salute Origenis Disputatio ... am 12. und 13. Oktober 2012 an der Katholisch-Theologischen Fakultät der Westfälischen Wilhelm-Universität Münster],publication,Contemporary,de,0.96,"""Die Schriften des Origenes waren eine wichtige Inspirationsquelle für die geistigen Aufbrüche der Renaissance und des Humanismus. Ein Schlüsseltext hierfür ist die 1496 postum veröffentlichte Rede des Giovanni Pico dell"
pub_lies_1992_origenes_peri_archon_eine_undogmatische_dogmatik_einfuhrung_und,"Lothar Lies 1992 — Origenes' ""Peri archon"" : eine undogmatische Dogmatik ; Einführung und Erläuterung",publication,Contemporary,de,0.9,"Origenes' ""Peri archon"" : eine undogmatische Dogmatik ; Einführung und Erläuterung"
pub_perkams_2010_ethischer_intellektualismus_und_willensbegriff_handlungstheorie,Matthias Perkams 2010 — Ethischer Intellektualismus und Willensbegriff. Handlungstheorie beim griechischen und lateinischen Origenes,publication,Contemporary,de,0.88,Ethischer Intellektualismus und Willensbegriff. Handlungstheorie beim griechischen und lateinischen Origenes was published in Wille und Handlung in der Philosophie der Kaiserzeit und Spätantike on page 237.
pub_holz_1970_uber_den_begriff_des_willens_und_der_freiheit_bei_origenes,Harald Holz 1970 — Über den Begriff des Willens und der Freiheit bei Origenes.,publication,Contemporary,de,0.75,"Article Über den Begriff des Willens und der Freiheit bei Origenes. was published on January 1, 1970 in the journal Neue Zeitschrift für Systematische Theologie und Religionsphilosophie (volume 12, issue 1)."
pub_muller_2009_willensschwache_und_innerer_mensch_in_rom_und_bei_origenes_zur_c,Jörn Müller 2009 — Willensschwäche und innerer Mensch in Röm 7 und bei Origenes : zur christlichen Tradition des Handelns wider besseres Wissen,publication,Contemporary,de,0.72,"Article Willensschwäche und innerer Mensch in Röm 7 und bei Origenes: Zur christlichen Tradition des Handelns wider besseres Wissen was published on July 1, 2009 in the journal Zeitschrift für die neutestamentliche Wisse"
scholarly_work_butticaz_2015_vers_une_anthropologie_universelle_la_cr,Butticaz 2015 — Vers une anthropologie universelle ? La crise galate : fragile gestion de l'ethn,publication,Contemporary,fr,1,Vers une anthropologie universelle ? La crise galate : fragile gestion de l'ethnicité juive
scholarly_work_boulnois_2000_libert_origine_du_mal_et_prescience_divi,"Boulnois 2000 — Liberté, origine du mal et prescience divine selon Cyrille d'Alexandrie",publication,Contemporary,fr,1,"Liberté, origine du mal et prescience divine selon Cyrille d'Alexandrie"
scholarly_work_dettwiler_1995_l_p_tre_aux_colossiens_un_exemple_de_r_c,DETTWILER 1995 — L'épître aux Colossiens: un exemple de réception de la théologie paulinienne,publication,Contemporary,fr,1,L'épître aux Colossiens: un exemple de réception de la théologie paulinienne
scholarly_work_dettwiler_2007_une_exhortation_de_paul_aux_thessalonici,"Dettwiler 2007 — Une exhortation de Paul aux Thessaloniciens: ""Priez sans cesse""",publication,Contemporary,fr,1,"Une exhortation de Paul aux Thessaloniciens: ""Priez sans cesse"""
scholarly_work_djeranian_0_responsabilit_morale_et_destin_une_r_pon,D'Jeranian — Responsabilité morale et destin : une solution possible chez Épictète à l'objection de Cicéron (De fato 39-45),publication,Contemporary,fr,1,Responsabilité morale et destin : une réponse possible chez Épictète à l'objection de Cicéron (De fato 39-45)
scholarly_work_fantino_1998_le_passage_du_premier_adam_au_second_ada,Fantino 1998 — Le passage du premier Adam au second Adam comme expression du salut chez Irénée ,publication,Contemporary,fr,1,Le passage du premier Adam au second Adam comme expression du salut chez Irénée de Lyon
scholarly_work_koch_2019_la_causalit_humaine_sur_le_de_fato_d_ale,Koch 2019 — La Causalité humaine : Sur le De fato d'Alexandre d'Aphrodise,publication,Contemporary,fr,1,La Causalité humaine: Sur le De fato d'Alexandre d'Aphrodise
scholarly_work_koch_2015_le_destin_et_la_providence_sur_deux_trai,Koch 2015 — Le destin et la providence : sur deux traités «jumeaux» d'Alexandre d'Aphrodise,publication,Contemporary,fr,1,Le destin et la providence : sur deux traités «jumeaux» d'Alexandre d'Aphrodise
scholarly_work_koch_piettre_2004_paul_et_les_picuriens_d_ath_nes_entre_po,"Koch Piettre 2004 — Paul et les Épicuriens d'Athènes entre polythéismes, athéismes, et monothéismes",publication,Contemporary,fr,1,"Paul et les Épicuriens d'Athènes entre polythéismes, athéismes, et monothéismes"
scholarly_work_pouderon_2011_l_origine_du_mal_chez_les_apologistes_gr,Pouderon 2011 — L'origine du mal chez les Apologistes grecs : matière et esprit,publication,Contemporary,fr,1,L'origine du mal chez les Apologistes grecs : matière et esprit
scholarly_work_jurasz_2020_l_ex_g_se_platonicienne_et_chr_tienne_du,"Jurasz 2020 — L'exégèse platonicienne et chrétienne du Timée 39e7-9 : Atticus, Justin et Valen",publication,Contemporary,fr,1,"L'exégèse platonicienne et chrétienne du Timée 39e7-9 : Atticus, Justin et Valentin"
pub_chomarat_1986_sur_erasme_et_origene,Jacques Chomarat 1986 — Sur Érasme et Origène,publication,Contemporary,fr,1,"Il y a trois ans paraissait la magnifique thèse d’André Godin sur Érasme lecteur d’Origine ; par des rapprochements précis, des analyses fines et savantes, l’auteur montrait l’influence profonde, décisive qu’Origène a ex"
pub_fedou_2026_augustin_dir_gott_in_die_mitt_damit_glauben_gelingen_kann_fur_ku,"Michel Fédou 2026 — augustin G. (dir.), Gott in die Mitt e. Damit Glauben gelingen kann. Für Kurt Kardinal Koch, Freiburg, Herder, 2025, 536 p., 68,00 €. isbn 9783451024436.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_aumer_the_light_in_between_journey_of_recognition_new_delhi_arya,"Michel Fédou 2026 — B aümer B. S., The Light In-Between . A journey of Recognition, New Delhi, Aryan Books International, 2025, 376 p., 40,00 $. ISBN 9788173057267",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_aurens_influences_et_delires_influences_de_la_perception_interpr,"Michel Fédou 2026 — L aurens S., Influences et délires d’influences . De la perception à l’interprétation, coll. Travaux de sciences sociales 222, Genève, Librairie Droz, 2025, 232 p., 35,00 €. ISBN 9782600066204.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_capelle_dumont_emmanuel_levinas_et_le_christianisme_coll_philoso,"Michel Fédou 2026 — Capelle-Dumont P., Emmanuel Levinas et le christianisme, coll. Philosophie et Théologie, Paris, Cerf, 2025, 164 p., 18,00 €. ISBN 9782204174879.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_dart_le_diable_dans_ses_uvres_comprendre_action_invisible_du_mal,"Michel Fédou 2026 — E dart J.-B., Le diable dans ses œuvres . Comprendre l’action invisible du mal et s’en libérer, Perpignan, Artège, 2025, 468 p., 24,00 €. ISBN 9791033616801.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_davy_rigaux_dompnier_gomis_dir_des_musiciens_au_service_des_egli,"Michel Fédou 2026 — davy-Rigaux a., dompnier B., Gomis s. (dir.), Des musiciens au service des églises (xviie et xviiie siècles). Hommage à Sylvie Granger, Rennes, pur, 2025, 400 p., 28,00 €. isbn 9791041301331.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_de_illeneuve_aimer_pour_rien_la_forme_intellectuelle_de_amour_pu,"Michel Fédou 2026 — de V illeneuve C., Aimer pour rien. La forme intellectuelle de l’amour pur, xii-xx e siècle, Paris, Cerf, 2025, 304 p., 24,00 €. ISBN 9782204169110.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_adam_time_and_tradition_temporal_thinking_in_ecclesiastes_in_the,"Michel Fédou 2026 — Adam M. F., Time and Tradition. Temporal Thinking in Ecclesiastes in the Context of Emerging Apocalypticism and the History of Ideas in the Hellenistic Period, coll. Forschungen zum Alten Testament 191, Tübingen, Mohr Siebeck, 2025, 336 p., 139,00 €. ISBN 9783161647970.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_de_segni_misere_de_la_condition_humaine_intro_trad_et_commentair,"Michel Fédou 2026 — de Segni L., Misère de la condition humaine, intro., trad. et commentaires O. Hanne, coll. La roue à livres 106, Paris, Les Belles Lettres, 2025, 232 p., 35,00 €. ISBN 9782251457475.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_delsol_la_tragedie_migratoire_et_la_chute_des_empires_saint_augu,"Michel Fédou 2026 — Delsol C., La tragédie migratoire et la chute des empires. Saint Augustin et nous, Paris, Odile Jacob, 2026, 208 p., 22,90€. ISBN 9782415013981.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_falque_nouvelle_lettre_sur_apologetique_paris_cerf_2025_150_16_0,"Michel Fédou 2026 — Falque E., Nouvelle lettre sur l’apologétique, Paris, Cerf, 2025, 150 p., 16,00 €. ISBN 9782204172783.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_barth_destin_et_idee_dans_la_theologie_pref_holzer_postf_chalame,"Michel Fédou 2026 — Barth K., Destin et idée dans la théologie, préf. V. Holzer, postf. C. Chalamet, Paris, Ad Solem, 2024, 128 p., 17,00 €. ISBN 9782372981125.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_henin_salvador_vermeren_dir_face_obscurantisme_woke_paris_puf_20,"Michel Fédou 2026 — hénin E., salvador x.-l., vermeren P. (dir.), Face à l’obscurantisme woke, Paris, puf, 2025, 454 p., 22,00 €. isbn 9782130849131.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_ouvrages_analyses,Michel Fédou 2026 — Ouvrages analysés,publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_pages_de_fin,Michel Fédou 2026 — Pages de fin,publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_richards_james_trompes_par_notre_individualisme_saint_legier_sui,"Michel Fédou 2026 — Richards E.R., James R., Trompés par notre individualisme, Saint-Légier (Suisse), HET-PRO, 2025, 368p., 25,00€. ISBN 9782940650255.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_siret_nadeau_lacour_dir_marie_guyart_de_incarnation_autrement_mo,"Michel Fédou 2026 — Siret V., Nadeau-Lacour T. (dir.), Marie Guyart de l’Incarnation : « autrement moderne ». Actes du colloque de Rome (8-10 juin 2022), coll. Bibliothèque d’études guyartiennes 1, Paris, Cerf, 2025, 368 p., 34,00 €. ISBN 9782204171434.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_taguieff_du_racisme_en_general_et_du_racisme_anti_blancs_en_part,"Michel Fédou 2026 — Taguieff P.-A., Du racisme en général et du racisme anti-Blancs en particulier, Saint-Martin-de-Londres, H&O, 2025, 192 p., 17,00 €. ISBN 9782845474338.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_huguenin_le_je_le_nous_une_histoire_de_la_pensee_politique_des_o,"Michel Fédou 2026 — Huguenin F., Le Je & le Nous. Une histoire de la pensée politique des origines à nos jours, Paris, Cerf, 2025, 448p., 25,00€. ISBN 9782204157827.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_ende_dir_souffle_meditation_et_lecture_la_recherche_de_resonance,"Michel Fédou 2026 — V endé Y. (dir.), Souffle, méditation et lecture . À la recherche de résonances, postf. P. Rodrigues, Sion, Parole et Silence, 2025, 286 p., 25,00 €. ISBN 9782889596393.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_icard_apparition_disparition_le_statut_de_la_resurrection_dans_l,"Michel Fédou 2026 — P icard J., Apparition / Disparition. Le statut de la Résurrection dans la théologie de Hans Urs von Balthasar, coll. Cerf Patrimoines, Paris, Cerf, 2025, 448 p., 44,00 €. ISBN 9782204159487.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_trublet_les_reves_dans_ancien_testament_coll_cahiers_evangile_21,"Michel Fédou 2026 — Trublet J., Les rêves dans l’Ancien Testament, coll. Cahiers Évangile 212, Paris, Cerf - Service biblique catholique évangile et vie, 2025, 64 p., 13,00 €. ISBN 9782204174503.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_maritain_maritain_30_fifth_avenue_carnets_de_guerre_tome_1939_19,"Michel Fédou 2026 — Maritain J., Maritain R., 30, Fifth Avenue. Carnets de guerre, Tome i : 1939-1942, éd. D. et R. Mougel, M. Fourcade, préf. J.-F. Muracciole, Paris, Desclée de Brouwer, 2025, 768p., 48,00€. ISBN 9782220098654.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_collectif_le_centenaire_de_accord_poincare_cerretti_de_1924_acte,"Michel Fédou 2026 — Collectif, Le centenaire de l’accord Poincaré-Cerretti de 1924. Actes des colloques de Rome et Paris, 21 mai 2024 - 16 janvier 2025, Paris, Cerf, 2025, 230 p., 21,90 €. ISBN 9782204168069.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_teilhard_de_chardin_le_milieu_divin_intro_et_notes_inedites_euve,"Michel Fédou 2026 — Teilhard de Chardin P., Le Milieu divin, intro. et notes inédites F. Euvé, préf. A. Leproux, Paris, Éd. Loyola, 2026, 250 p., 22,00 €. ISBN 9782204174114.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_dard_dumons_dir_ordre_moral_1873_1877_royalisme_catholicisme_et,"Michel Fédou 2026 — Dard O., Dumons B. (dir.), L’ordre moral (1873-1877). Royalisme, catholicisme et conservatisme, Paris, Cerf, 2025, 432 p., 29,00 €. ISBN 9782204170031.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_karakash_marc_subtilite_et_surprises_du_plus_ancien_des_evangile,"Michel Fédou 2026 — Karakash I., Marc : subtilité et surprises du plus ancien des évangiles, préf. F. Vouga, coll. Au fil des Écritures, Lyon, Olivétan, 2025, 236 p., 16,00 €. ISBN 9782354797034.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_fedou_2026_kooi_la_reforme_aux_pays_bas_1500_1620_coll_bibliotheque_de_la_r,"Michel Fédou 2026 — Kooi C., La Réforme aux Pays-Bas,1500-1620, coll. Bibliothèque de la Revue d’histoire ecclésiastique 120, Turnhout, Brepols, 2025, 230 p., 74,00 €. ISBN 9782503613376.",publication,Contemporary,fr,1,"Le Traité sur la prière d’Origène, désormais accessible dans l’édition critique et la traduction de Daniel Vigne, constitue une œuvre majeure de la théologie chrétienne ancienne. Origène y développe une apologie rigoureu"
pub_georgios_1996_liberte_et_progres_chez_origene,Lekkas Georgios 1996 — Liberté et progrès chez Origène,publication,Contemporary,fr,1,La creation de l'homme s'acheve avec sa perfection et elle ne peut s'accomplir sans la contribution decisive de son libre arbitre. La rationalite de l'homme est due au fait que dieu l'a cree en tant que miroir de sa pres
pub_pesty_1996_descente_aux_enfers_et_bonne_captivite_chez_origene_in_origene,"Pesty M. 1996 — Descente aux enfers et bonne captivité chez Origène, in Origène",publication,Contemporary,fr,1,[Le thème de la bonne captivité avant Origène. Interprétations juives. La bonne captivité chez Origène: La guerre spirituelle; La captivité; La bonne captivité; Pourquoi le Christ fait-il des captifs?; Etre captif du Chr
pub_tiziano_2020_contro_apotelesmatica_la_genetlialogia_il_caso_singolare_di_giov,"Ottobrini Tiziano F. 2020 — Contro l'apotelesmatica e la genetlialogia: il caso singolare di Giovanni Filopono, ""De opificio mundi"" IV, 18 tra la logica aristotelica e l'""auctoritas"" di Origene",publication,Contemporary,fr,1,"Sur la survivance d'Origène chez Jean Philopon, commentateur d'Aristote, illustrée à partir de la controverse sur le libre arbitre humain."
pub_lekkas_2001_liberte_et_progres_chez_origene,Geōrgios Lekkas 2001 — Liberté et progrès chez Origène,publication,Contemporary,fr,1,"Contre le fatalisme des astrologues ou contre les théories du hasard, contre le déterminisme gnostique ou contre l'irrévocabilité des anathèmes ecclésiastiques, contre l'arbitraire despotique, aussi, Origène a constammen"
pub_valerry_2019_origene_et_le_probleme_du_mal,Wilson P. Valerry 2019 — Origène et le problème du mal,publication,Contemporary,fr,1,Origène sur la question du premier péché et de ses conséquences sur la condition humaine.
scholarly_work_dettwiler_2009_d_mystification_c_leste_la_fonction_argu,"DETTWILER 2009 — Démystification céleste. La fonction argumentative de l'hymne au Christ (Col 1,1",publication,Contemporary,fr,0.99,"Démystification céleste. La fonction argumentative de l'hymne au Christ (Col 1,15-20) dans la lettre aux Colossiens"
scholarly_work_jourdan_2011_la_th_odic_e_d_velopp_e_sur_le_th_me_du_,"Jourdan 2011 — La théodicée développée sur le thème du larcin des Grecs : origine du mal, liber",publication,Contemporary,fr,0.99,"La théodicée développée sur le thème du larcin des Grecs : origine du mal, liberté et Providence chez Clément d'Alexandrie (Stromates I 17,81-87)"
scholarly_work_bardy_1943_ath_nagore_supplique_au_sujet_des_chr_ti,Bardy 1943 — Athénagore: Supplique au sujet des Chrétiens (Introduction et traduction),publication,Contemporary,fr,0.99,Athénagore: Supplique au sujet des Chrétiens (Introduction et traduction)
scholarly_work_pironet_2003_faiblesse_de_la_raison_ou_faiblesse_de_v,Pironet 2003 — Faiblesse de la raison ou faiblesse de volonté: peut-on choisir?,publication,Contemporary,fr,0.99,Faiblesse de la raison ou faiblesse de volonté: peut-on choisir? Article co-authored by Fabienne Pironet and Christine Tappolet.
pub_arruzza_2009_le_refus_du_bonheur_negligence_et_chute_dans_la_pensee_origene,Cinzia Arruzza 2009 — Le refus du bonheur : négligence et chute dans la pensée d'Origène,publication,Contemporary,fr,0.99,"Comme cela a deja ete mis en lumiere, c'est probablement dans la negligence (αμeλeαap) qu'il faut voir la cause premiere de la chute des creatures rationnelles qui a donne lieu a la vie dans le monde sensible et dont Ori"
argument_carneadean_legislation_amand1945,Argument carnéadien II — La législation et la répression pénale sont absurdes (futility of legislation),argument,Hellenistic,fr,0.98,"Deuxième des six titres argumentatifs reconstruits par Amand (1945, p. 574-576). Énoncé d'Amand : « Dans l'hypothèse du fatalisme astrologique, la législation et la répression pénale sont inutiles et doivent être supprim"
scholarly_work_munier_1995_saint_justin_apologie_pour_les_chr_tiens,Munier 1995 — Saint Justin: Apologie pour les chrétiens. Édition et traduction,publication,Contemporary,fr,0.98,Saint Justin: Apologie pour les chrétiens. Édition et traduction
scholarly_work_bobichon_2003_uvres_de_justin_martyr_le_manuscrit_loan,"Bobichon 2003 — Œuvres de Justin martyr : le manuscrit Loan 36/13 de la British Library, un apog",publication,Contemporary,fr,0.97,"Œuvres de Justin martyr : le manuscrit Loan 36/13 de la British Library, un apographe du manuscrit de Paris (Parisinus Graecus 450)"
scholarly_work_koch_2014_distinctions_causales_sto_ciennes_et_aca,Koch 2014 — Distinctions causales stoïciennes et académiciennes dans le De fato de Cicéron,publication,Contemporary,fr,0.97,Distinctions causales stoïciennes et académiciennes dans le De fato de Cicéron
scholarly_work_sagnard_1952_ir_n_e_de_lyon_contre_les_h_r_sies_livre,"Sagnard 1952 — Irénée de Lyon, Contre les hérésies, Livre III: Mise en lumière et réfutation de",publication,Contemporary,fr,0.97,"Irénée de Lyon, Contre les hérésies, Livre III: Mise en lumière et réfutation de la prétendue « Connaissance »"
