edge_id,translation_id,original_id,translation_label,original_label,p_same_content,coverage_choice,original_excerpt,translation_excerpt
f21e3a25-f9a2-422a-bd03-0fbbb286b971,sc123_melito_peri_pascha_chap93_en,sc123_melito_peri_pascha_chap93,"Melito, PP 93 (English)","Melito, PP 93",0.01,not_translation,"Τοιγαροῦν πικρά σοι ἡ τῶν ἀζύμων ἑορτή, καθώς σοι γέγραπ[ται] · « Ἔδεσθε ἄζυμα μετὰ πικρίδων. » [Πι]κροί σοι ἧλοι οὓς ὤξυνας, Πικρά σοι [γλῶσ]σα ἣν παρώξυνας. Πικροί σοι ψευδο[μάρ]","I bound the strong one and snatched humankind away to the heights of the heavens. I, he says, am the Christ. [fragmentary]"
4f81a0b7-1591-4c18-a9ef-b1f667710880,sc123_melito_peri_pascha_chap94_en,sc123_melito_peri_pascha_chap94,"Melito, PP 94 (English)","Melito, PP 94",0.01,not_translation,"Ἀκούσατε πᾶσαι αἱ πατ[ριαὶ τῶν ἐθ]νῶν καὶ ἴδετε · [Καινὸς φόνος γ]έγονεν ἐν μέσῳ Ἰ[ερουσαλήμ], [ἐν πόλει νομικῇ], [ἐν πόλει Ἑβραϊκῇ], [ἐν πόλει προφητικῇ], [ἐν πόλει δικαίᾳ νομιζομ","Come, therefore, all families of humankind, defiled by sins, and receive forgiveness of sins. For I am your forgiveness, I the Passover (pascha) of salvation, the lamb slain for yo"
dd21b329-0e60-4be0-baf9-0a753d4fad08,sc123_melito_peri_pascha_chap98_en,sc123_melito_peri_pascha_chap98,"Melito, PP 98 (English)","Melito, PP 98",0.01,not_translation,Καὶ γὰρ τοῦ λαοῦ μὴ τρέμοντος ἔτρεμεν ἡ γῆ. Τοῦ λαοῦ μὴ φοβηθέντος ἐφοβήθησαν οἱ οὐρανοί. Τοῦ λαοῦ μὴ περιεσχισμένου περιεσχίσατο ὁ ἄγγελος. Τοῦ λαοῦ μὴ κωκύσαντος « ἐβρόντησεν ἐξ ,"He is the Alpha and the Omega. He is the beginning and the end -- an inexpressible beginning and an incomprehensible end. He is the Christ. He is the king. He is Jesus, the command"
778a9226-4fb3-4d4b-9de3-79202a2ad791,sc123_melito_peri_pascha_chap88_en,sc123_melito_peri_pascha_chap88,"Melito, PP 88 (English)","Melito, PP 88",0.01,not_translation,Πόσου ἀνετιμήσω τὰς δέκα πληγάς ; Πόσου ἀνετιμήσω τὸν νυκτερινὸν στῦλον καὶ τὴν ἡμερινὴν νεφέλην καὶ τὴν δι' Ἐρυθρᾶς διάβασιν ; Πόσου ἀνετιμήσω τὴν ἐξ οὐρανοῦ μαννοδοσίαν καὶ τὴν ἐ,"And who has been murdered? Who is the murderer? I am ashamed to say and I am compelled to speak. For if the murder had occurred at night, or if he had been slain in a desert place,"
23f81559-b651-49bf-a3b2-72a1c932e0ad,sc136_origenes_contra_celsum_iii_par34_a_en,sc136_origenes_contra_celsum_iii_par34_a,CC III 34_a (English),CC III 34_a,0.01,not_translation,"Μετὰ ταῦτα παραπλήσιον ἡμᾶς οἴεται πεποιηκέναι τόν, ὥς φησιν ὁ Κέλσος, ἁλόντα καὶ ἀποθανόντα θρησκεύοντας τοῖς Γέταις σέβουσι τὸν Ζάμολξιν καὶ Κίλιξι τὸν Μόψον καὶ Ἀκαρνᾶσι τὸν Ἀμφ","But Celsus demands that we believe in these things, yet says that Jesus, 'having gathered around him ten or twenty from among tax-collectors and sailors, the most wicked of men, is"
f39bb148-ab9f-40a4-83f6-34647d573b3c,sc136_origenes_contra_celsum_iii_par67_en,sc136_origenes_contra_celsum_iii_par67,CC III 67 (English),CC III 67,0.01,not_translation,"67. Εἰκὸς δ' αὐτὸν τοιοῦτον βούλεσθαι δηλοῦν, ὅτι τοὺς πρὸς τὰ τοιάδε ἁμαρτήματα καὶ γινόμενα ὑπὸ τῶν ἐξωλεσ-τάτων οὐ μόνον πεφυκότας ἀλλὰ καὶ εἰθισμένους οὐδεὶς ἂν οὐδὲ κολάζων πά","67. Furthermore, the Jew in Celsus objects to those who have believed in Jesus, saying: 'What made you abandon the law of your fathers? Being deceived by him whom we have just addr"
2a2cb8a7-d4e9-4247-ad5d-d8f6ad9aee22,sc136_origenes_contra_celsum_iii_par66_en,sc136_origenes_contra_celsum_iii_par66,CC III 66 (English),CC III 66,0.01,not_translation,"66. Καὶ ἐν τούτοις δ' ὁ Κέλσος πάνυ μοι ἐσφάλθαι δοκεῖ, μὴ διδοὺς τοῖς ἁμαρτάνειν πεφυκόσι καὶ τοῦτο πράττειν εἰθισμένοις τὴν παντελῆ μεταβολήν, ὅστις οὐδ' ἀπὸ κολάσεων αὐτοὺς οἴετ","66. After this, the Jew of Celsus says to those who believe: 'How is it that you take your origin from our religion (threskeia), and then, as if you were progressing in knowledge ("
4e3c5e11-33a0-44f6-b3a9-f78a2857ffec,sc136_origenes_contra_celsum_iii_par70_en,sc136_origenes_contra_celsum_iii_par70,CC III 70 (English),CC III 70,0.01,not_translation,"70. Εἶτα ἀνθυποφέρει ὡσπερεὶ λεγόμενον ὑφ' ἡμῶν τὸ δυνήσεται πάντα ὁ θεός, οὐδὲ τοῦθ' ὁρῶν πῶς λέλεκται, καὶ τίνα πάντα ἐν τούτῳ παραλαμβάνονται, καὶ πῶς δύναται. Περὶ ὧν οὐκ ἀναγκ","70. The Jew in Celsus then says: 'Not long ago -- just yesterday or the day before -- when we punished this man who deceived you, you abandoned the law of the fathers.' In response"
ed0044b5-fdb4-4ed6-bb75-9a52cdbe8e37,sc136_origenes_contra_celsum_iii_par71_en,sc136_origenes_contra_celsum_iii_par71,CC III 71 (English),CC III 71,0.01,not_translation,"71. Μετὰ ταῦτα δὲ αὑτῷ λαμβάνει τὸ μὴ διδόμενον ὑπὸ τῶν λογικώτερον πιστευόντων, τάχα ὑπό τινων ἀνοήτων νομιζόμενον, ὡς ἄρα ὁμοίως τοῖς οἴκτῳ δουλεύουσι δουλεύσας οἴκτῳ τῶν οἰκτιζο","71. Next, Celsus's Jew says: 'Why do you seek yet another origin? For you, after enlarging our wisdom and being thought worthy of some further knowledge, became separated, and, hav"
0586b67a-7f5f-4015-862f-db6081bc11d2,sc136_origenes_contra_celsum_iii_par72_en,sc136_origenes_contra_celsum_iii_par72,CC III 72 (English),CC III 72,0.01,not_translation,"72. Εἶτα ὡς ἐκ προσώπου τοῦ διδάσκοντος τὸν ἡμέτερον λόγον τοιαῦτά φησιν · Οἱ σοφοὶ γὰρ ἀποτρέπονται τὰ ὑφ'ἡμῶν λεγόμενα, ὑπὸ τῆς σοφίας πλανώμενοι καὶ παραπο-διζόμενοι. Φήσομεν οὖ","72. Then Celsus says, through his Jewish character: 'If someone predicted to you that the Son of God would come among men, this was our prophet and he was a prophet of our God. Mos"
c040d541-44f7-4947-9708-0987ee95bd0f,sc136_origenes_contra_celsum_iii_par74_en,sc136_origenes_contra_celsum_iii_par74,CC III 74 (English),CC III 74,0.01,not_translation,74. Ἐγκαλεῖ δὲ τῷ διδάσκοντι καὶ ὡς ἀνοήτους ζητοῦντι. Πρὸς ὃν εἴποιμεν ἄν · τίνας λέγεις τοὺς ἀνοήτους ; Κατὰ γὰρ τὸ ἀκριβὲς πᾶς φαῦλος ἀνόητός ἐστιν. Εἰ τοίνυν λέγεις ἀνοήτους το,"74. Then Celsus's Jew accuses Jesus of not showing himself to be God, and says that he performed none of the things he promised, and that even when convicted and condemned, though "
0f4076a1-7c08-444b-ab48-02df06cd95f9,sc136_origenes_contra_celsum_iii_par76_en,sc136_origenes_contra_celsum_iii_par76,CC III 76 (English),CC III 76,0.01,not_translation,"76. Καὶ δεύτερον δὲ φέρει καθ' ἡμῶν παράδειγμα φάσκων ὅμοιον ποιεῖν τὸν ἐν ἡμῖν διδάσκαλον, <ὡς> εἴ τις μεθύων εἰς μεθύοντας παριὼν κακηγορεῖ τοὺς νήφοντας ὡς μεθύοντας. Παραστησάτ","76. After this, Celsus's Jew says: 'These things are what we charge him with: first, that he forged his birth from a virgin; secondly, that he came from a village in Judea; thirdly"
a896bf87-5c22-48a8-92a5-baf643a9c9b4,sc136_origenes_contra_celsum_iii_par77_en,sc136_origenes_contra_celsum_iii_par77,CC III 77 (English),CC III 77,0.01,not_translation,"77. Μετὰ ταῦτ' ἐξομοιοῖ τὸν μὲν διδάσκοντα ὀφθαλμιῶντι τοὺς δὲ μανθάνοντας ὀφθαλμιῶσι καί φησι τοῦτον ἐπὶ τῶν ὀφθαλμιώντων αἰτιᾶσθαι τοὺς ὀξὺ βλέποντας ὡς πεπηρω-μένους. Τίνες οὖν,","77. Then Celsus puts forward the objection: 'Why, being God, did he not at least deliver himself from this shame? And why, if truly divine, did he not manifest himself plainly rath"
c3408cb0-2b0e-4620-a203-213f60852a5a,sc136_origenes_contra_celsum_iii_par80_en,sc136_origenes_contra_celsum_iii_par80,CC III 80 (English),CC III 80,0.01,not_translation,"80. Ἐπεὶ δὲ καὶ κούφαις ἐλπίσι φησὶν ὑπάγεσθαι τοὺς χριστιανίζοντας ὁ Κέλσος, φήσομεν πρὸς αὐτὸν ἐγκαλοῦντα τῷ περὶ τῆς μακαρίας ζωῆς λόγῳ καὶ τῷ περὶ τῆς πρὸς τὸ θεῖον κοινωνίας ὅ","80. After this the Jew says, addressing Jesus: 'When you were bathed in the river Jordan, you say that something like a bird appeared and descended upon you.' He then asks: 'What c"
18f257d5-5eec-431d-938f-e6ad31bafb43,sc136_origenes_contra_celsum_iii_par81_en,sc136_origenes_contra_celsum_iii_par81,CC III 81 (English),CC III 81,0.01,not_translation,81. Μὴ ὑπολάβῃς δέ με οὐχ ἁρμοζόντως τῷ Χριστιανῶν λόγῳ παρειληφέναι πρὸς τὸν Κέλσον τοὺς περὶ τῆς ἀθανασίας ἢ τῆς ἐπιδιαμονῆς τῆς ψυχῆς φιλοσοφήσαντας · πρὸς οὓς κοινά τινα ἔχοντε,"81. Then Celsus's Jew addresses Jesus regarding the prophecies, asking: 'What was the purpose of your descent to earth? Was it to learn what happens among humans? Do you not know e"
081d2486-769a-4bca-bbd4-0e9aed2ac263,sc136_origenes_contra_celsum_iii_par9_en,sc136_origenes_contra_celsum_iii_par9,CC III 9 (English),CC III 9,0.01,not_translation,"9. Ἐπεὶ δ' ἐν τοῖς ἑξῆς προφανῶς ψεύδεται, φέρε καὶ τὴν λέξιν αὐτοῦ ἐκθώμεθα λέγοντος · Εἰ ἐθελήσουσι πάντες ἄνθρωποι εἶναι Χριστιανοί, οὐκ ἂν ἔτι οἵδε ἐθέλοιεν. Ὅτι δὲ ψεῦδος τὸ τ",9. Celsus then claims that the Christians' teaching about the resurrection of the body (anastasis somatos) is both disgusting and impossible -- that God would not wish or be able t
1d53bd9a-e060-4049-b873-0a9a2aaa4785,sc136_origenes_contra_celsum_iii_par75_en,sc136_origenes_contra_celsum_iii_par75,CC III 75 (English),CC III 75,0.01,not_translation,"75. Ἐπεὶ δὲ καὶ μετὰ ταῦτα παραπλήσιόν φησι ποιεῖν τὸν τὰ χριστιανισμοῦ διδάσκοντα τῷ ὑπισχνουμένῳ μὲν ὑγιῆ ποιεῖν τὰ σώματα, ἀποτρέποντι δὲ τοῦ προσέχειν τοῖς ἐπιστήμοσιν ἰατροῖς ","75. Celsus's Jew then objects: 'If these things were decreed for him and he submitted to the suffering in obedience to his Father, then it is obvious that, being a god and having s"
6a718b86-9ddc-4e82-806c-71dc960065c8,sc136_origenes_contra_celsum_iii_par79_en,sc136_origenes_contra_celsum_iii_par79,CC III 79 (English),CC III 79,0.01,not_translation,"79. Ἐὰν δέ τις ἐν τούτοις δεισιδαιμονίαν μᾶλλον ἢ πονηρίαν περὶ τοὺς πολλοὺς τῶν πιστευόντων τῷ λόγῳ εἶναι φαντάζηται καὶ ἐγκαλῇ ὡς δεισιδαίμονας ποιοῦντι τῷ λόγῳ ἡμῶν, φήσομεν πρὸ","79. Then Celsus brings forward the saying of Jesus, 'Blessed are the poor' (makarioi hoi ptochoi), and says that this was already expressed by Plato in a much better form when he s"
36432eb5-39a5-435b-9826-1f5074230430,sc136_origenes_contra_celsum_iii_par65_en,sc136_origenes_contra_celsum_iii_par65,CC III 65 (English),CC III 65,0.01,not_translation,"65. Οἴεται δ' ὅτι τοιαῦτα εἰς προτροπὴν τῶν ἁμαρτα-νόντων φαμὲν ὡς μηδένα ἄνδρα τῷ ὄντι χρηστὸν καὶ δίκαιον προσάγεσθαι δυνάμενοι, καὶ ὅτι διὰ τοῦτο τοῖς ἀνοσιωτάτοις καὶ ἐξωλεστάτ","65. Following this, Celsus introduces a Jew who addresses Jesus himself and convicts him, as he thinks, of many things. First, he accuses him of having fabricated his birth from a "
4ede7631-8435-4851-85fd-335c3957c18e,sc136_origenes_contra_celsum_iii_par68_en,sc136_origenes_contra_celsum_iii_par68,CC III 68 (English),CC III 68,0.01,not_translation,"68. Ἀλλὰ τὴν μὲν τάξιν καὶ σύνθεσιν καὶ φράσιν τῶν ἀπὸ φιλοσοφίας λόγων τοιαῦτα εἰς τοὺς προειρημένους πεποιηκέναι, καὶ ἄλλους κακῶς βεβιωκότας, οὐ πάνυ τι θαυμαστόν. Ἐπὰν δὲ οὕς φ","68. The Jew in Celsus continues, saying to the converts from Judaism: 'Why did you take your origin from our religion and then reject the things of our fathers, as though by your d"
51542d6c-fc87-4866-b4ff-a49dd1b1ed90,sc136_origenes_contra_celsum_iii_par8_en,sc136_origenes_contra_celsum_iii_par8,CC III 8 (English),CC III 8,0.01,not_translation,"8. Ὁμοίως δὲ ψεῦδος τὸ Αἰγυπτίους ὄντας ἀπὸ στάσεως τὴν ἀρχὴν εἰληφέναι τοὺς Ἑβραίους, καὶ τὸ Ἰουδαίους ὄντας ἄλλους κατὰ τοὺς Ἰησοῦ χρόνους ἐστασιακέναι πρὸς τὸ κοινὸν τῶν Ἰουδαίω","8. Celsus's Jew then addresses Jesus directly, saying he fabricated the story of his birth from a virgin, when in fact he came from a poor village in Judea, from a woman who was a "
56b728c5-6715-4c8c-9be6-03290fef9eb8,sc147_origenes_contra_celsum_v_par58_en,sc147_origenes_contra_celsum_v_par58,CC V 58 (English),CC V 58,0.01,not_translation,"58. Κατηγορεῖ δ' ὁ Κέλσος καὶ τοῦ φάσκοντος λόγου ἄγγελον ἀποκεκυλικέναι τοῦ τάφου, ἔνθα ἦν τὸ Ἰησοῦ σῶμα, « τὸν λίθον » ὥσπερ μειράκιον, ἐν διατριβῇ λαβὸν τοπικῶς κατηγορῆσαί τινο","58. After this, Celsus says: 'And an angel came to the carpenter on behalf of Mary when she was pregnant, and again another angel, so that they might snatch the child away and flee"
940d9113-0f1a-45cd-b7d2-844c2ad7d1b3,sc150_origenes_contra_celsum_vii_par13_en,sc150_origenes_contra_celsum_vii_par13,CC VII 13 (English),CC VII 13,0.01,not_translation,"13. Ἀλλ' οὐδὲ ποιεῖ ἢ πάσχει αἴσχιστα ὁ θεὸς οὐδὲ τῷ κακῷ διακονεῖται, ὡς οἴεται Κέλσος · οὐδὲ γὰρ προείρηταί τι τῶν τοιούτων. Κἂν λέγῃ αὐτὸς προειρῆσθαι τὸν θεὸν τῷ κακῷ διακονεῖσ","13. Then Celsus asks what kind of body a divine being would have if it came to earth. He says it would not be a body like ours, made of flesh and blood. But we reply that the body "
7055a4d2-2314-4805-ae23-56f6930dca29,sc150_origenes_contra_celsum_vii_par14_a_en,sc150_origenes_contra_celsum_vii_par14_a,CC VII 14_a (English),CC VII 14_a,0.01,not_translation,"Φαίνεται δὴ διὰ τούτων ἰσχυρὸν μέν τι πρὸς πειθὼ τῶν ἀκουόντων ὑπονενοηκέναι τὸ περὶ τοῦ πεπροφητεῦσθαι τὸν Ἰησοῦν κεφάλαιον, ἄλλῳ δὲ πιθανῷ πειρᾶσθαι ἀνατρέπειν τὸν λόγον φάσκων ·","And indeed, when we say that the Word became flesh, we do not mean that the Word was transformed into flesh. The Word assumed flesh -- that is, a complete human nature -- while rem"
4ca687d7-f1a8-438f-b833-0f17849bdd96,sc150_origenes_contra_celsum_vii_par18_en,sc150_origenes_contra_celsum_vii_par18,CC VII 18 (English),CC VII 18,0.01,not_translation,"18. Ἑξῆς δὲ τούτοις τοιαῦτά φησιν ὁ Κέλσος · Ἐκεῖνο δ' οὐκ ἐνθυμηθήσονται πάλιν ; Εἰ προεῖπον οἱ τοῦ Ἰουδαίων θεοῦ προφῆται τοῦτον ἐκείνου παῖδα ἐσόμενον, πῶς ἐκεῖνος μὲν διὰ Μωϋσέ","18. Then Celsus says: 'Was God not able to make human beings good from the beginning, instead of needing to correct them later?' This is a question that touches on the deepest myst"
0d664ca5-2440-4b12-9a91-d67f7faee3d6,sc150_origenes_contra_celsum_vii_par19_en,sc150_origenes_contra_celsum_vii_par19,CC VII 19 (English),CC VII 19,0.01,not_translation,"19. Ἀλλὰ καὶ εἴπερ δυναστεύειν αὐτοῖς ὁ νόμος ἐπηγγέλ-λετο λέγων · « Ἄρξεις σὺ ἐθνῶν πολλῶν, σοῦ δὲ οὐκ ἄρξουσι », καὶ μηδὲν δηλοῦται διὰ τούτων βαθύτερον, δῆλον ὅτι πολλῷ πλέον κα",19. Celsus argues further that the Christian teaching about God's descent to earth makes God subject to the conditions of the physical world. He compares this with myths in which g
b87967f4-903e-4f0f-8b9e-d38c67465f5f,sc150_origenes_contra_celsum_vii_par20_en,sc150_origenes_contra_celsum_vii_par20,CC VII 20 (English),CC VII 20,0.01,not_translation,"20. Φέρει δ' ὁ Κέλσος καὶ τὸ προειρῆσθαι αὐτοῖς μὴ πειθομένοις τῷ νόμῳ τὰ αὐτὰ πείσεσθαι, ἅπερ ἔδρων τοὺς πολεμίους. Καὶ πρὶν ἄν τι παρατιθεὶς τούτοις ὁ Κέλσος χρήσηται οἷς νομίζει","20. After this, Celsus puts forward the argument that Christians are unreasonable in their exclusive claims. He says: 'If the Christians teach the same things as the Greek philosop"
bd8cbf1c-3599-4c48-be3c-176e1016b8ef,sc150_origenes_contra_celsum_vii_par11_en,sc150_origenes_contra_celsum_vii_par11,CC VII 11 (English),CC VII 11,0.01,not_translation,"11. Εἰκὸς μὲν οὖν εἶναι λόγους πολλῷ τῆς ἡμετέρας ἕξεως σοφωτέρους, τοὺς δυναμένους ἀποδεικνύναι ψευδόμενον ἐν τούτοις τὸν Κέλσον καὶ ἐνθέους τὰς προφητείας · πλὴν καὶ ἡμεῖς κατὰ τ","11. Celsus continues by saying that many prophets wander through cities and military camps, saying: 'I am God, or the Son of God, or a divine Spirit. And I have come. For the world"
a4f01a97-5b77-4cfb-82c7-a6ba679dbf24,sc150_origenes_contra_celsum_vii_par12_en,sc150_origenes_contra_celsum_vii_par12,CC VII 12 (English),CC VII 12,0.01,not_translation,"12. Οἴεται δὲ καὶ τοὺς ἀπὸ τῶν προφητῶν ἀπολογου-μένους περὶ τῶν κατὰ τὸν Χριστὸν μηδὲν μὲν δύνασθαι πρὸς ἔπος λέγειν, ἐπὰν φαίνηταί τι πονηρὸν ἢ αἰσχρὸν ἢ ἀκάθαρτον λεγόμενον περὶ","12. And we ask: which of these wandering prophets that Celsus mentions established a teaching that has endured for centuries, that has turned countless people from vice to virtue, "
a7b0d49a-4c53-411d-b432-7444418155b1,sc150_origenes_contra_celsum_vii_par22_en,sc150_origenes_contra_celsum_vii_par22,CC VII 22 (English),CC VII 22,0.01,not_translation,"22. Εἰ δὲ καὶ περὶ τοῦ καταφονεύειν δεῖ διηγήσασθαι ἅμα καὶ τὸ δυνατὸν τοῦ δικαίου περὶ πάντα, λεκτέον ὅτι φάσκων · « Εἰς τὰς πρωΐας ἀπέκτεινον πάντας τοὺς ἁμαρτωλοὺς τῆς γῆς, τοῦ ","22. Next, Celsus compares the Christians with those who worship Heracles, Asclepius, and other heroes who became gods. He says that if these are rightly ridiculed, so too should th"
2dffa6c3-3e6d-4300-947e-b2db2a5ccf73,sc150_origenes_contra_celsum_vii_par23_b_en,sc150_origenes_contra_celsum_vii_par23_b,CC VII 23_b (English),CC VII 23_b,0.01,not_translation,"Ἑξῆς δὲ τούτοις παραρρίπτει περὶ τῆς σοφίας ὁ Κέλσος, οἰόμενος τὸν Ἰησοῦν διδάσκειν μὴ παριτητὸν εἶναι πρὸς τὸν πατέρα τῷ σοφῷ. Εἴπωμεν δὲ πρὸς αὐτόν · ποίῳ σοφῷ ; Εἰ μὲν γὰρ τούτῳ","Furthermore, even Plato, whom Celsus so admires, spoke of a 'true earth' above this one, where everything is far more beautiful and pure than what we see here. He described this in"
