relation,edge_id,source_id,source_type,source_name,target_id,target_type,target_name,p_specific,p_generic,source_excerpt,target_excerpt
discusses,65284b75-831e-41d5-a7b6-9cc7733f7770,synthesis_amand1945_methodius_indirect_via_hypomnema,synthesis,Methode d'Olympe = utilisation indirecte via un hypomnema scolaire (Amand 1945),work_epictetus_enchiridion,work,Enchiridion (Ἐγχειρίδιον) - Epictetus,0.04,0.09,"Synthesis of Amand 1945, Book II ch. VI (p. 326-341): Methodius (martyred c. 311), a Platonizing bishop and opponent of Origen, employs in the Banquet of the Ten Virgins VIII, 16, 227-229 three syllogisms in which Amand ","The Enchiridion (Ἐγχειρίδιον, ""Handbook"") is a condensed manual of Stoic ethical practice compiled by Arrian of Nicomedia from the oral teachings of Epictetus, composed c. 125 CE. Organized in 53 short chapters, it disti"
discusses,82346eef-2f50-4ef0-9ce6-fdc65727fefe,synthesis_amand1945_philo_de_providentia_literary_source_uncertain,synthesis,"Amand 1945 — Literary source of Philo’s Περὶ προνοίας: Clitomachus or, more probably, a scholastic by-product",work_epictetus_enchiridion,work,Enchiridion (Ἐγχειρίδιον) - Epictetus,0.03,0.1,"Amand’s methodological admission (p. 91-92, ll. 5675-5705): ""We do not know what the immediate literary source of this extensively developed argumentation was. Whether it was a work by Clitomachus or rather some derivati","The Enchiridion (Ἐγχειρίδιον, ""Handbook"") is a condensed manual of Stoic ethical practice compiled by Arrian of Nicomedia from the oral teachings of Epictetus, composed c. 125 CE. Organized in 53 short chapters, it disti"
discusses,6268f7a2-a32a-46ed-aa57-cb926ab6f5c5,passage_aug_lib_arb_3_10_30,passage,"Augustine, De Libero Arbitrio 3.10.30: CRUCIAL - The Incarnation: Verbum Caro Factum Est",concept_divine_prescience,concept,Divine Prescience (πρόγνωσις),0.02,0.12,"CRUCIAL PASSAGE: Augustine proclaims the INCARNATION. The Word by which all was made, enjoying angelic beatitude, extended His mercy to our misery: VERBUM CARO FACTUM EST (John 1:14). The Bread of Angels became available","Divine Prescience (πρόγνωσις / praescientia) designates God's foreknowledge of future events, including those depending on human choice, and generates a persistent aporia: if God foreknows act X, does X occur of necessit"
discusses,325a481b-b17f-4ccc-8ec5-b38a9528e956,passage_aug_lib_arb_3_5_16,passage,"Augustine, De Libero Arbitrio 3.5.16: Every Soul Better Than Every Body",concept_divine_prescience,concept,Divine Prescience (πρόγνωσις),0.02,0.12,"Augustine establishes: EVERY soul (even sinful) is better than EVERY body. The soul never loses being soul, never becomes body. Light holds first place among bodies; even lowest soul surpasses it. Latin: Quia igitur omni","Divine Prescience (πρόγνωσις / praescientia) designates God's foreknowledge of future events, including those depending on human choice, and generates a persistent aporia: if God foreknows act X, does X occur of necessit"
discusses,furst-markschies-079,scholarly_argument_furst_2021_pamphilus_preserves_suspended_judgments,argument,"Fürst: Pamphilus preserves Origen's zetetic suspensions, while Athanasius narrows their function",concept_dynamic_anthropology_temporal,concept,Dynamic Anthropology - Temporal Development toward Perfection,0.02,0.12,Fürst reads Origen's academic method as deliberately zetetic. Pamphilus reports that Origen often offered several possibilities without a final judgment and left readers to choose; Athanasius subtly narrows this openness,"Contra static anthropologies presuming complete human realization at creation, Irenaeus presents humanity as ontologically incomplete beings whose perfection requires historical process. Human nature is not fixed essence"
discusses,928bdfc5-b452-4d01-bb04-309f1ac27d51,passage_aug_lib_arb_2_11_30,passage,"Augustine, De Libero Arbitrio 2.11.30: Wisdom and Number - Same or Different?",concept_voluntas_y7z8a9b0,concept,Will (Voluntas),0.03,0.11,"Evodius asks: are wisdom and number the same genus? Are they distinct? Is one derived from or contained in the other? Scripture joins them (Wisdom 11:20: ""in measure, number, weight""). Latin: Ev. - Dubitare non possum. S","**Étymologie** : *voluntas* < radical *vol-* du verbe *velle* (« vouloir »), même racine que *voluptas* (« plaisir ») (le rapprochement avec le grec βούλομαι, d'une racine distincte, est contesté). Suffixe nominal -*tas*"
discusses,3ec690cc-0cde-4e4f-bf17-4ab515a9845f,passage_aug_lib_arb_2_16_42,passage,"Augustine, De Libero Arbitrio 2.16.42: All Forms Have Numbers - From God Who Has Number",concept_voluntas_y7z8a9b0,concept,Will (Voluntas),0.03,0.11,"Augustine shows that all things (heaven, earth, sea, creatures) have FORM because they have NUMBER. Remove number, and they are nothing. All comes from God ""a quo numerus."" Latin: Intuere coelum et terram et mare, et qua","**Étymologie** : *voluntas* < radical *vol-* du verbe *velle* (« vouloir »), même racine que *voluptas* (« plaisir ») (le rapprochement avec le grec βούλομαι, d'une racine distincte, est contesté). Suffixe nominal -*tas*"
discusses,e5b05cf3-528f-4de6-87dd-94870a039146,passage_aug_lib_arb_3_18_51,passage,"Augustine, De Libero Arbitrio 3.18.51: Sins of Ignorance - 1 Timothy 1:13",concept_divine_prescience,concept,Divine Prescience (πρόγνωσις),0.03,0.12,"Augustine addresses sins done in ignorance. Paul says ""I obtained mercy because I did it ignorantly"" (1 Tim 1:13). Also Psalm 25:7 on sins of youth and ignorance. Latin: Et tamen etiam per ignorantiam facta quaedam impro","Divine Prescience (πρόγνωσις / praescientia) designates God's foreknowledge of future events, including those depending on human choice, and generates a persistent aporia: if God foreknows act X, does X occur of necessit"
discusses,b41314bd-4a7b-4f26-b7a7-6bc7a5d97edf,synthesis_amand1945_transmission_carneades_to_firmicus_chain,synthesis,Amand 1945 — Chaîne de transmission Carnéade → Néchepso-Pétosiris → Firmicus (conjecturale),work_epictetus_enchiridion,work,Enchiridion (Ἐγχειρίδιον) - Epictetus,0.06,0.09,"Cross-sectional synthesis of Amand 1945 (Book I ch. VII §II.1 note 2 + §II.2, p. 181-185, ll. 10396-10580). Proposed chain of transmission: (1) Carneades (214/213-129/128 BCE) orally formulates the anti-astrological and ","The Enchiridion (Ἐγχειρίδιον, ""Handbook"") is a condensed manual of Stoic ethical practice compiled by Arrian of Nicomedia from the oral teachings of Epictetus, composed c. 125 CE. Organized in 53 short chapters, it disti"
discusses,6686385e-09d0-45b8-8055-ff9ef92f0ccc,passage_aug_lib_arb_2_16_44,passage,"Augustine, De Libero Arbitrio 2.16.44: Eternal Form Behind Mutable Things",concept_voluntas_y7z8a9b0,concept,Will (Voluntas),0.03,0.13,"Augustine argues: all mutable things require number/form to exist. There must be an ETERNAL AND IMMUTABLE FORM (forma aeterna et incommutabilis) by which all things are formed, not contained in space or time. Latin: Si e","**Étymologie** : *voluntas* < radical *vol-* du verbe *velle* (« vouloir »), même racine que *voluptas* (« plaisir ») (le rapprochement avec le grec βούλομαι, d'une racine distincte, est contesté). Suffixe nominal -*tas*"
discusses,513435f2-38e9-48c9-9dce-826710ebeb2d,passage_aug_lib_arb_2_7_15,passage,"Augustine, De Libero Arbitrio 2.7.15: Private vs Shared Senses",concept_voluntas_y7z8a9b0,concept,Will (Voluntas),0.03,0.13,"Augustine establishes that our bodily senses are individual (my sight is not yours), yet we can perceive the same objects. This sets up the distinction between private perception and common truth. Latin: Aug. - Faciam: s","**Étymologie** : *voluntas* < radical *vol-* du verbe *velle* (« vouloir »), même racine que *voluptas* (« plaisir ») (le rapprochement avec le grec βούλομαι, d'une racine distincte, est contesté). Suffixe nominal -*tas*"
discusses,3b7af87b-1854-40fe-9f20-4eedea9c8e5a,passage_aug_lib_arb_3_10_29,passage,"Augustine, De Libero Arbitrio 3.10.29: Two Origins of Sin - Occulta and Aliena",concept_divine_prescience,concept,Divine Prescience (πρόγνωσις),0.03,0.13,"Augustine identifies two origins of sin: (1) spontaneous thought (OCCULTA - hidden); (2) persuasion by another (ALIENA - others'). Psalm 19:12-13: ""From my hidden sins cleanse me, and from others' spare your servant."" La","Divine Prescience (πρόγνωσις / praescientia) designates God's foreknowledge of future events, including those depending on human choice, and generates a persistent aporia: if God foreknows act X, does X occur of necessit"
discusses,e2466d77-7301-4f68-aa6e-2865e7cc251a,passage_aug_lib_arb_3_25_76,passage,"Augustine, De Libero Arbitrio 3.25.76: CRUCIAL - Pride Is the Beginning of All Sin",concept_divine_prescience,concept,Divine Prescience (πρόγνωσις),0.02,0.14,"CRUCIAL PASSAGE: Augustine identifies PRIDE as the root of all sin - the self-pleasing that seeks to imitate God wrongly. Latin: Si autem tamquam obvius placet sibi ad perverse imitandum Deum, ut potestate sua frui velit","Divine Prescience (πρόγνωσις / praescientia) designates God's foreknowledge of future events, including those depending on human choice, and generates a persistent aporia: if God foreknows act X, does X occur of necessit"
discusses,c9761485-430f-444e-a10b-9c4e228e866a,scholarly_argument_ramelli_alexander_of_aphrodisias_as_so_0,argument,Ramelli: Alexander of Aphrodisias was very probably a philosophical source for Origen of ,person_plotinus_d270,person,Plotinus,0.05,0.12,"Alexander of Aphrodisias as source for Origen's philosophy — Alexander of Aphrodisias was very probably a philosophical source for Origen of Alexandria, with parallels across multiple domains including anti-determinism, ","Plotinus (c. 204/5–270 CE), born in Lycopolis (Eunapius, Vitae Sophistarum 456), studied under Ammonius Saccas in Alexandria (232–243) before establishing his school in Rome (244). His Enneads, edited posthumously by Por"
evidenced_by,629a64f4-90df-4e09-a53b-06d980d47f1f,concept_clinamen_atomic_swerve_epicurus_m3n4o5p6,concept,Clinamen / Parenklisis (Atomic Swerve),passage_boethius_cons_104,passage,"Boethius, Cons. 104: Fortune and Causation",0.04,0.13,"The atomic swerve is most fully connected with freedom in Lucretius, De Rerum Natura II.216-293, while Cicero reports the Epicurean debate. This Sorabji evidence does not provide a surviving passage of Epicurus that expl","— Nimis quidem, inquam, vera ratio et, si quam paulo ante docuisti providentiam fatumve {fatumve} considerem firmis viribus nixa sententia. Sed eam si placet, inter eas, quas inopinabiles paulo ante posuisti, numeremus. "
discusses,02414d88-9703-4490-89b3-53d995c7ecfc,passage_aug_lib_arb_2_11_32,passage,"Augustine, De Libero Arbitrio 2.11.32: Gold and Light - Why Wisdom Seems Rarer",concept_voluntas_y7z8a9b0,concept,Will (Voluntas),0.04,0.13,"Augustine explains why wisdom seems rarer than number: like gold vs lamplight, rarity makes things seem more valuable. But wisdom and number may be CONSUBSTANTIAL like fire and light. Latin: Nec mireris numeros ideo vilu","**Étymologie** : *voluntas* < radical *vol-* du verbe *velle* (« vouloir »), même racine que *voluptas* (« plaisir ») (le rapprochement avec le grec βούλομαι, d'une racine distincte, est contesté). Suffixe nominal -*tas*"
discusses,3d5d3868-f84f-4b26-a898-09fafc852e17,passage_aug_lib_arb_2_14_38,passage,"Augustine, De Libero Arbitrio 2.14.38: Truth More Like Sight/Sound Than Taste/Touch",concept_voluntas_y7z8a9b0,concept,Will (Voluntas),0.04,0.13,"Augustine compares truth to sensory objects: truth is more like what is seen/heard (whole to all) than tasted/touched. But even these are not perfect analogies - truth transcends all. Latin: Minus ergo ea quae tangimus, ","**Étymologie** : *voluntas* < radical *vol-* du verbe *velle* (« vouloir »), même racine que *voluptas* (« plaisir ») (le rapprochement avec le grec βούλομαι, d'une racine distincte, est contesté). Suffixe nominal -*tas*"
discusses,dea0e9d7-9f08-4989-af08-844cf3f65835,passage_aug_lib_arb_2_3_8,passage,"Augustine, De Libero Arbitrio 2.3.8: The Five Senses and Interior Sense",concept_voluntas_y7z8a9b0,concept,Will (Voluntas),0.03,0.14,"Augustine analyzes the five bodily senses (seeing, hearing, smelling, tasting, touching) and introduces the ""sensus interior"" - the inner sense that coordinates and judges the external senses. Latin: Aug. - Dic mihi iam ","**Étymologie** : *voluntas* < radical *vol-* du verbe *velle* (« vouloir »), même racine que *voluptas* (« plaisir ») (le rapprochement avec le grec βούλομαι, d'une racine distincte, est contesté). Suffixe nominal -*tas*"
discusses,282fabae-97df-474e-a513-5cea3e301fb2,passage_aug_lib_arb_3_10_31,passage,"Augustine, De Libero Arbitrio 3.10.31: Christ Conquers Devil by Justice Not Force",concept_divine_prescience,concept,Divine Prescience (πρόγνωσις),0.03,0.14,"Augustine explains: Christ, the Word made man, subjected the devil to man not by violent domination but by the LAW OF JUSTICE. The devil held humanity by rights of death through the woman's deception; Christ overcame by ","Divine Prescience (πρόγνωσις / praescientia) designates God's foreknowledge of future events, including those depending on human choice, and generates a persistent aporia: if God foreknows act X, does X occur of necessit"
discusses,8381605c-49e1-4a6e-8480-0fb8707a27b0,passage_aug_lib_arb_2_7_16,passage,"Augustine, De Libero Arbitrio 2.7.16: Many See One Sun - Common Object of Perception",concept_voluntas_y7z8a9b0,concept,Will (Voluntas),0.04,0.13,"Augustine argues that while senses are private, the objects perceived can be shared. Many people with their individual senses can see ONE sun simultaneously. Latin: Aug. - Num etiam poteris dicere singulos soles nos habe","**Étymologie** : *voluntas* < radical *vol-* du verbe *velle* (« vouloir »), même racine que *voluptas* (« plaisir ») (le rapprochement avec le grec βούλομαι, d'une racine distincte, est contesté). Suffixe nominal -*tas*"
discusses,3ae28fbc-d3ea-4e52-ba35-d1c74ff810bc,passage_aug_lib_arb_3_25_77,passage,"Augustine, De Libero Arbitrio 3.25.77: CONCLUDING - The Beauty of Justice and Eternal Light",concept_divine_prescience,concept,Divine Prescience (πρόγνωσις),0.03,0.14,"FINAL PASSAGE of the dialogue: Augustine concludes with a hymn to the beauty of justice and the incomparable value of eternal truth. Latin: Tanta est autem pulchritudo iustitiae, tanta iucunditas lucis aeternae, hoc est ","Divine Prescience (πρόγνωσις / praescientia) designates God's foreknowledge of future events, including those depending on human choice, and generates a persistent aporia: if God foreknows act X, does X occur of necessit"
evidenced_by,24f72e44-afa8-45cc-8884-281ee50fec35,concept_autexousion_christian_freedom_u1v2w3x4,concept,Autexousion (Αὐτεξούσιον) - Christian Free Will,passage_athenagoras_leg____379_________9________2___24,passage,"SC 379, ch.9, §2, §24 (Athenagoras of Athens)",0.05,0.13,"**Étymologie** : αὐτεξούσιον < αὐτο- (réflexif, « soi-même ») + ἐξουσία (« autorité, pouvoir d'agir »), terme déjà attesté dans le grec juif et profane du Iᵉʳ s. ap. J.-C. (Philon d'Alexandrie, TLG 0018) ; le sens propre","**Reference:** SC 379, chap.: 9, par.: 2, §24 **Author:** Athenagoras of Athens **Work:** Supplique au sujet des chrétiens (éd. Pouderon) **Edition:** SC 379 **Original Greek (from database):** 2. « Κύριος ὁ θεὸς ἡμῶν · "
discusses,3edeee24-e14e-4c53-a5a9-6c8d5c6659cb,passage_aug_lib_arb_3_23_70,passage,"Augustine, De Libero Arbitrio 3.23.70: All Creation Proclaims Unity and the Creator",concept_divine_prescience,concept,Divine Prescience (πρόγνωσις),0.03,0.15,"Augustine concludes that all creatures, whether sentient or not, proclaim the Creator through their desire for or manifestation of unity. Latin: Et revera si pie ac diligenter attendas, omnis creaturae species et motus q","Divine Prescience (πρόγνωσις / praescientia) designates God's foreknowledge of future events, including those depending on human choice, and generates a persistent aporia: if God foreknows act X, does X occur of necessit"
discusses,c7737b42-83dc-42ff-af6e-8efa51e3bd2f,passage_aug_lib_arb_3_5_17,passage,"Augustine, De Libero Arbitrio 3.5.17: Reason vs Use - True vs Customary Valuation",concept_divine_prescience,concept,Divine Prescience (πρόγνωσις),0.03,0.15,"Augustine distinguishes: RATIO (reason) judges by truth's light; USUS (custom) values by convenience. Carnal men prefer losing stars to losing one tree in their garden. Latin: Aliter enim aestimat ratio, aliter usus. Rat","Divine Prescience (πρόγνωσις / praescientia) designates God's foreknowledge of future events, including those depending on human choice, and generates a persistent aporia: if God foreknows act X, does X occur of necessit"
discusses,50048d74-42ba-4cf1-9239-17aff233a8be,passage_aug_lib_arb_2_8_20,passage,"Augustine, De Libero Arbitrio 2.8.20: CRUCIAL - Number as Common, Incorruptible Truth",concept_voluntas_y7z8a9b0,concept,Will (Voluntas),0.04,0.14,"CRUCIAL PASSAGE: Augustine asks whether there is something that ALL RATIONAL MINDS see in common, that remains INCORRUPT and WHOLE whether seen or not - unlike food/drink. Evodius answers: NUMBER (ratio et veritas numeri","**Étymologie** : *voluntas* < radical *vol-* du verbe *velle* (« vouloir »), même racine que *voluptas* (« plaisir ») (le rapprochement avec le grec βούλομαι, d'une racine distincte, est contesté). Suffixe nominal -*tas*"
cites_primary_source,d278e06c-a798-4828-a5f8-6215bd930167,argument_carneadean_general_theme_amand1945,argument,Argument carnéadien I — Thème général : le fatalisme bouleverse la vie morale (general moral collapse),passage_cic_fat_24,passage,"Marcus Tullius Cicero, De Fato, Fat. 24",0.04,0.15,"First of the six argumentative headings reconstructed by Dom David Amand de Mendieta (1945, p. 573-574). Framing argument: ""The logical consequence of the denial of free will and the acceptance of absolute fatalism in th","Communi igitur consuetudine sermonis abutimur, cum ita dicimus, velle aliquid quempiam aut nolle sine causa; ita enim dicimus sine causa, ut dicamus: sine externa et antecedente causa, non sine aliqua; ut, cum vas inane "
evidenced_by,97d4f514-a59d-4386-87ae-f438a3c37416,concept_clinamen_atomic_swerve_epicurus_m3n4o5p6,concept,Clinamen / Parenklisis (Atomic Swerve),passage_boethius_cons_98,passage,"Boethius, Cons. 98: Proximity to the Center",0.05,0.14,"The atomic swerve is most fully connected with freedom in Lucretius, De Rerum Natura II.216-293, while Cicero reports the Epicurean debate. This Sorabji evidence does not provide a surviving passage of Epicurus that expl","igitur uti est ad intellectum ratiocinatio, ad id quod est id quod gignitur, ad aeternitatem tempus, ad punctum medium circulus, ita est fati series mobilis ad providentiae stabilem simplicitatem. Ji. a series:; caelum a"
discusses,8496a0f0-a813-4265-ba2c-53ebc89a602b,passage_alex_fat_5,passage,"Alexander of Aphrodisias, De Fato, 5",concept_plurality_goods_alex,concept,"Plurality of Goods (Noble, Pleasant, Advantageous)",0.06,0.13,"τούτων δ’ οὕτως ἐχόντων καὶ πάντων τῶν γινομένων εἰς τούτους τοὺς τρόπους νενεμημένων ἀκόλουθον ἐπὶ τούτοις ἰδεῖν, ἐν ποίῳ τῶν ποιητικῶν αἰτίων χρὴ τιθέναι τὴν εἱμαρμένην. ἆρά γε ἐν τοῖς οὐδενὸς γινομένοις χάριν; ἢ τοῦτο","THE three GOODS: TO KALON, TO HĒDY, TO SYMPHERON Alexander's explanation for why human judgments VARY: we evaluate by different criteria. TO KALON (τὸ καλόν): THE NOBLE - moral beauty, virtue. TO HĒDY (τὸ ἡδύ): THE PLEAS"
discusses,eebe2120-c5df-4559-a1df-6cfd12643dc7,passage_aug_lib_arb_1_10_21,passage,"Augustine, De Libero Arbitrio 1.10.21: Nothing Superior to Rational Mind Except God",concept_concupiscence,concept,Concupiscence (Concupiscentia),0.04,0.15,Augustine establishes that nothing is superior to rational and wise mind except God. This prepares for the proof of God. Latin: utrum tibi videatur rationali et sapienti mente quidquam esse praestantius. Ev. - Nihil prae,"Latin: concupiscentia - disordered desire resulting from the Fall. In Augustine's theology, the post-lapsarian condition where human desires are fundamentally misdirected away from God toward created goods and self. Not "
discusses,b4663e1d-9fc6-4b86-a8dc-7a2db07243d3,passage_aug_lib_arb_1_9_19,passage,"Augustine, De Libero Arbitrio 1.9.19: The Wise Man vs The Fool",concept_concupiscence,concept,Concupiscence (Concupiscentia),0.04,0.15,"Augustine establishes the contrast between the wise (sapiens) and the foolish (stultus). The fool is contrary to the wise. Latin: Cum ergo ita homo constitutus atque ordinatus est, nonne tibi sapiens videtur? ...si stult","Latin: concupiscentia - disordered desire resulting from the Fall. In Augustine's theology, the post-lapsarian condition where human desires are fundamentally misdirected away from God toward created goods and self. Not "
discusses,fe769392-c47a-46a2-bb5b-dc30131d7383,passage_aug_lib_arb_2_12_33,passage,"Augustine, De Libero Arbitrio 2.12.33: CRUCIAL - Immutable Truth as Secret and Public Light",concept_voluntas_y7z8a9b0,concept,Will (Voluntas),0.03,0.16,"CRUCIAL PASSAGE: Augustine proclaims the INCOMMUTABILIS VERITAS - immutable truth containing all immutably true things. It is neither yours nor mine but belongs to all. It is ""secretum et publicum lumen"" - secret yet pub","**Étymologie** : *voluntas* < radical *vol-* du verbe *velle* (« vouloir »), même racine que *voluptas* (« plaisir ») (le rapprochement avec le grec βούλομαι, d'une racine distincte, est contesté). Suffixe nominal -*tas*"
discusses,3a387bec-e1d4-4e28-a67f-383977f7f85d,passage_aug_lib_arb_2_15_39,passage,"Augustine, De Libero Arbitrio 2.15.39: CRUCIAL - Conclusion: Truth Is God or Leads to God",concept_voluntas_y7z8a9b0,concept,Will (Voluntas),0.05,0.14,"CRUCIAL PASSAGE: Augustine concludes the proof. Evodius agreed: if something above our minds exists, it is God. Augustine showed truth is above minds. Therefore: truth IS God, or if something is above truth, THAT is God.","**Étymologie** : *voluntas* < radical *vol-* du verbe *velle* (« vouloir »), même racine que *voluptas* (« plaisir ») (le rapprochement avec le grec βούλομαι, d'une racine distincte, est contesté). Suffixe nominal -*tas*"
