relation,edge_id,source_id,source_type,source_name,target_id,target_type,target_name,p_specific,p_generic,source_excerpt,target_excerpt
influences,88c47da4-0687-4e57-9526-7ec96c9531cc,controversy_luther_erasmus_1m5h6i24,controversy,Luther vs. Erasmus Debate on Free Will,controversy_synod_of_dort_5q9l0m68,controversy,Synod of Dort,0.5,0.52,Foundational Reformation controversy between Martin Luther and Erasmus on the bondage vs. freedom of the will. Erasmus (1524): humans possess weakened but genuine free will; Scripture ambiguous; moderation advisable. Lut,"International Reformed synod convened to address Arminian Remonstrant challenge to Calvinist orthodoxy. Condemned five points of Arminianism; affirmed five points of Calvinism (TULIP): Total depravity, Unconditional elec"
discusses,4dadaf8a-8e86-47b5-b0b9-15e91eea55d2,passage_alex_fat_1,passage,"Alexander of Aphrodisias, De Fato, 1",concept_prohairesis_alex,concept,Prohairesis (προαίρεσις) - Alexander,0.5,0.46,"Ἦν μὲν δι’ εὐχῆς μοι, μέγιστοι αὐτοκράτορες ΔΣεβῆρε καὶ Ἀντωνῖνε, αὐτῷ γενομένῳ παρ’ ὑμῖν ἰδεῖν τε ὑμᾶς καὶ προσειπεῖν καὶ καθομολογῆσαι χάριν ἀνθ’ ὧν ἔπαθον εὖ παρ’ ὑμῶν πολλάκις, αἰεὶ τυχών πάντων ὧν ἠξίωσα μετὰ μαρτυρ","Alexander defines prohairesis at De Fato 12 (Bruns ~180): «ἡ γὰρ ἐπὶ τὸ προκριθὲν ἐκ τῆς βουλῆς μετὰ ὀρέξεως ὁρμὴ προαίρεσις» — ""for prohairesis is the impulse (ὁρμή), accompanied by desire (ὄρεξις), toward what has been"
contributes_to,e7706387-2aba-4122-a110-79e65d623f8a,passage_alex_fat_10,passage,"Alexander of Aphrodisias, De Fato, 10",debate_stoic_compatibilism,debate,Stoic Compatibilism and Moral Responsibility,0.5,0.28,"Τὰ δὲ λέγειν μὴ ἀναιρεῖσθαι πάντων γινομένων καθ’ εἱμαρμένην τὸ δυνατόν τε καὶ ἐνδεχόμενον τῷ δυνατὸν μὲν εἶναι γενέσθαι τοῦτο ὃ ὑπ’ οὐδενὸς κωλύεται γενέσθαι, κἂν μὴ γένηται (τῶν δὲ καθ’ εἱμαρμένην γινομένων οὐ κεκωλῦσθ","Modern analytical debate node, not a single ancient doctrine. Sorabji 1980 distinguishes Augustine, Donini and Frede readings of the cylinder, says the soft reply appears perhaps with Chrysippus, and judges the eight ret"
discusses,b90c886b-aaf9-4e69-bc61-9d990ebcb2b2,passage_alex_fat_13,passage,"Alexander of Aphrodisias, De Fato, 13",concept_endechomenon_contingent_aristotle_e5f6g7h8,concept,To Endechomenon (Τὸ ἐνδεχόμενον) - The Contingent,0.5,0.52,"τοιούτου δ’ ὄντος αὐτοῦ, τὸ μὲν δεικνύναι τοῦτο σωζόμενον κατὰ τοὺς πάντα λέγοντας γίνεσθαι καθ’ εἱμαρμένην οὐδὲ ἐπιχειροῦσιν τὴν ἀρχήν (ἴσασιν γὰρ ἐγχειρήσαντες ἀδυνάτοις), ὡς δὲ ἐπὶ τῆς τύχης ἄλλο τι σημαινόμενον ὑποθέ","**Étymologie** : τὸ ἐνδεχόμενον, participe présent neutre substantivé du verbe ἐνδέχομαι (« admettre, accepter, être possible »), littéralement « ce qui admet d'être (autrement) » — concept modal central d'Aristote (*De "
discusses,51169828-84e2-414c-99cd-d2d123f82ced,passage_alex_fat_31,passage,"Alexander of Aphrodisias, De Fato, 31",concept_endechomenon_contingent_aristotle_e5f6g7h8,concept,To Endechomenon (Τὸ ἐνδεχόμενον) - The Contingent,0.5,0.46,"ἀλλ’ οὐδὲ ἀφαιρούμεθα τῶν ἀνθρώπων τὸ ἀπὸ μαντικῆς χρήσιμον, ὃ γίνεται τῷ δύνασθαί τινα καὶ φυλάξασθαί τι, μὴ φυλαξάμενον ἂν μὴ συμβουλεύσαντος τοῦ θεοῦ· οἱ δὲ ὑμνοῦντες τὴν μαντικὴν καὶ κατὰ τὸν αὐτῶν λόγον μόνον σώζεσθ","**Étymologie** : τὸ ἐνδεχόμενον, participe présent neutre substantivé du verbe ἐνδέχομαι (« admettre, accepter, être possible »), littéralement « ce qui admet d'être (autrement) » — concept modal central d'Aristote (*De "
discusses,0899fad7-3543-4f42-950d-f8fdd2c1034a,passage_alex_fat_8,passage,"Alexander of Aphrodisias, De Fato, 8",concept_endechomenon_contingent_aristotle_e5f6g7h8,concept,To Endechomenon (Τὸ ἐνδεχόμενον) - The Contingent,0.5,0.5,"Λέγεται δὴ πρὸς ἁπάντων ἀνθρώπων κοιναῖς τε καὶ φυσικαῖς ἐννοίαις ἐμμενόντων ταῦτα ἀπὸ τύχης τε καὶ τοῦ αὐτομάτου γίνεσθαι, ἃ αἰτίαις ἄλλων τινῶν ποιητικαῖς προηγουμέναις ἐπιγίνεται. ὅταν γὰρ ἄλλου τινὸς χάριν γινομένῳ τ","**Étymologie** : τὸ ἐνδεχόμενον, participe présent neutre substantivé du verbe ἐνδέχομαι (« admettre, accepter, être possible »), littéralement « ce qui admet d'être (autrement) » — concept modal central d'Aristote (*De "
discusses,b01f5cd1-c3ee-4bdf-ad71-c5823e360432,passage_aug_dla_1_11_21,passage,"Augustine, De Libero Arbitrio, 1.11.21",concept_concupiscence,concept,Concupiscence (Concupiscentia),0.5,0.44,"In praesentia enim scire possumus quaecumque illa natura sit, quam menti virtute pollenti fas est excellere, iniustam esse nullo modo posse. Quare ne ista quidem, tametsi habeat potestatem, coget mentem servire libidini.","Latin: concupiscentia - disordered desire resulting from the Fall. In Augustine's theology, the post-lapsarian condition where human desires are fundamentally misdirected away from God toward created goods and self. Not "
discusses,cf13b158-04cb-4146-8478-932e987d60fd,passage_aug_lib_arb_2_3_8,passage,"Augustine, De Libero Arbitrio 2.3.8: The Five Senses and Interior Sense",concept_liberum_arbitrium_u3v4w5x6,concept,Free Choice (Liberum Arbitrium),0.5,0.31,"Augustine analyzes the five bodily senses (seeing, hearing, smelling, tasting, touching) and introduces the ""sensus interior"" - the inner sense that coordinates and judges the external senses. Latin: Aug. - Dic mihi iam ","**Étymologie** : *liberum arbitrium*, syntagme nominal latin associant *liber* (« libre, non-asservi », racine indo-européenne *leudʰ- « croître, peuple libre ») et *arbitrium* (« jugement, décision arbitrale », < *arbit"
discusses,56738a9d-a859-44f3-883d-883245445f7c,passage_aug_lib_arb_3_2_4,passage,"Augustine, De Libero Arbitrio 3.2.4: CRUCIAL - Divine Foreknowledge vs Free Will Problem",concept_voluntas_y7z8a9b0,concept,Will (Voluntas),0.5,0.55,"CRUCIAL PASSAGE: Evodius introduces the PRAESCIENTIA problem. If God foreknows all, and what God foreknows MUST happen, then we sin BY NECESSITY not by will. This seems to make sin necessary and God the author. Latin: Qu","**Étymologie** : *voluntas* < radical *vol-* du verbe *velle* (« vouloir »), même racine que *voluptas* (« plaisir ») (le rapprochement avec le grec βούλομαι, d'une racine distincte, est contesté). Suffixe nominal -*tas*"
source_for,a534ffdb-acb6-42c5-9649-99f7de85e3ae,passage_boethius_cons_115,passage,"Boethius, Cons. 115: Necessity Both Ways",argument_boethian_solution_divine_eternity_k1l2m3n4,argument,Boethian Solution: Divine Timeless Eternity,0.5,0.4,"Igitur quisquis vera requirit, neutro est habitu; nam neque novit nec penitus tamen omnia nescit, sed, quam retinens meminit, summam consulit alte visa, retractans, ut servatis queat oblitas addere partes. Tum illa: Vetu","Boethius's solution to the problem of divine foreknowledge and human freedom, presented in Consolation of Philosophy V. The argument proceeds in four steps: (1) V.pr.3 states the problem — if God foreknows all things nec"
discusses,ea51eb5c-d42b-4d92-9092-caac03116364,passage_epict_1,passage,"Epictetus, Discourses I.1: The Fundamental Dichotomy and Zeus's Speech",concept_prohairesis_deliberate_choice_aristotle_c3d4e5f6,concept,Prohairesis (Προαίρεσις) - Deliberate Choice,0.5,0.56,Greek: • ἐφ' ἡμῖν καὶ οὐκ ἐφ' [ἡμῖν] - up to us and not up to us • τὸ κράτιστον ἁπάντων καὶ κυριεῦον - the strongest of all and ruling • οἱ θεοὶ μόνον ἐφ' [ἡμῖν] ἐποίησαν - the gods made only [this] up to us • τὴν ὀρθὴν ,"**Étymologie** : προαίρεσις < πρό- (« avant ») + αἵρεσις (« choix, prise », de αἱρέω « prendre, saisir »), littéralement « choix préalable / antérieur ». Premier emploi technique chez Aristote, *Éthique à Nicomaque* III."
discusses,d3605634-80b7-4058-97e6-aca2d08acb71,passage_epict_102,passage,"Epictetus, Discourses III.15: Know Your Capacity - Complete Choice Required",concept_prohairesis_deliberate_choice_aristotle_c3d4e5f6,concept,Prohairesis (Προαίρεσις) - Deliberate Choice,0.5,0.61,Greek: • τί δύνασαι βαστάσαι - what can you bear? • ἄλλος γὰρ πρὸς ἄλλο τι πέφυκεν - different natures suit different things • ἀντικαταλλάξασθαι τούτων ἀπάθειαν - exchange these for apatheia • μὴ ὡς τὰ παιδία: νῦν μὲν φι,"**Étymologie** : προαίρεσις < πρό- (« avant ») + αἵρεσις (« choix, prise », de αἱρέω « prendre, saisir »), littéralement « choix préalable / antérieur ». Premier emploi technique chez Aristote, *Éthique à Nicomaque* III."
discusses,b18635a9-a765-4326-b8f8-9ddb2d80d63a,passage_epict_107,passage,"Epictetus, Discourses III.22: Cynicism - Divine Calling Required",synthesis_epict_eph_hemin_doctrine,synthesis,Epictetus: τὸ ἐφ' ἡμῖν - Complete Doctrine Synthesis (185 Passages),0.5,0.52,Greek: • ἐπιρρεπῶς ἔχων πρὸς τὸ κυνίσαι - inclined toward becoming a Cynic • τίς ἡ πρόληψις τοῦ πράγματος - what is the concept of this matter? • ὁ δίχα θεοῦ τηλικούτῳ πράγματι ἐπιβαλλόμενος θεοχόλωτός ἐστι - whoever und,"[EPICTETUS ON τὸ ἐφ' ἡμῖν - WHAT IS UP TO US] Comprehensive synthesis of 185 analyzed passages from Discourses, Enchiridion, and Fragments. I. THE fundamental DICHOTOMY τῶν ὄντων τὰ μέν ἐστιν ἐφ' ἡμῖν, τὰ δὲ οὐκ ἐφ' ἡμῖν"
discusses,dc980ed5-bb48-4f48-8094-59ce2b728f26,passage_epict_42,passage,"Epictetus, Discourses II.1 (cont.): Courage and Caution Reconciled",concept_eph_hemin_in_our_power_aristotle_d4e5f6g7,concept,To Eph' Hêmin (Τὸ ἐφ' ἡμῖν) - What is In Our Power,0.5,0.55,Greek: • τῷ θαρραλέῳ τὸ εὐλαβές ἐναντία οὐδαμῶς - courage and caution are in no way opposites • ἡ οὐσία τοῦ ἀγαθοῦ ἔστιν ἐν χρήσει φαντασιῶν - the essence of good is in the use of impressions • καὶ τοῦ κακοῦ ὡσαύτως - an,"**Étymologie** : τὸ ἐφ' ἡμῖν, syntagme attributif « ce qui est sur nous / en notre pouvoir » < ἐπί + datif pronom personnel 1ʳᵉ pl. Locution technique aristotélicienne (*EN* III.5) reprise par les Stoïciens et les Médio-"
discusses,97c8b2bd-8418-4a78-b944-d3ea885823cd,passage_epict_58,passage,"Epictetus, Discourses II.12: He Does Not Know Where on Earth He Is",synthesis_epict_eph_hemin_doctrine,synthesis,Epictetus: τὸ ἐφ' ἡμῖν - Complete Doctrine Synthesis (185 Passages),0.5,0.55,Greek: • λοιπὸν οὗ μὲν ἡ ἐπιστήμη αὐτῷ - where his knowledge lies • οὐκ ἐπιστρέφεται - he pays no attention • οὐκ οἶδεν οὐδὲ μεμελέτηκεν - he does not know nor has practiced • τῶν πολλῶν τί ἐστι καὶ τίνα δύναμιν ἔχει ἐν ,"[EPICTETUS ON τὸ ἐφ' ἡμῖν - WHAT IS UP TO US] Comprehensive synthesis of 185 analyzed passages from Discourses, Enchiridion, and Fragments. I. THE fundamental DICHOTOMY τῶν ὄντων τὰ μέν ἐστιν ἐφ' ἡμῖν, τὰ δὲ οὐκ ἐφ' ἡμῖν"
discusses,9c417aa7-764f-4028-996f-e2a4277ab57c,passage_epict_75,passage,"Epictetus, Discourses II.20: Seeds of Nobility and Moral Harm",synthesis_epict_eph_hemin_doctrine,synthesis,Epictetus: τὸ ἐφ' ἡμῖν - Complete Doctrine Synthesis (185 Passages),0.5,0.56,Greek: • εὐγενὴς ἀκούσας τῶν λόγων τούτων πάθῃ τι - a noble youth hearing these arguments may suffer something • ἀπολέσῃ τὰ τῆς εὐγενείας σπέρματα - lose the seeds of nobility • μή τινι μοιχεύοντι ἀφορμὰς παράσχωμεν - le,"[EPICTETUS ON τὸ ἐφ' ἡμῖν - WHAT IS UP TO US] Comprehensive synthesis of 185 analyzed passages from Discourses, Enchiridion, and Fragments. I. THE fundamental DICHOTOMY τῶν ὄντων τὰ μέν ἐστιν ἐφ' ἡμῖν, τὰ δὲ οὐκ ἐφ' ἡμῖν"
participates_in,c9336cee-ff92-42fd-9062-7c3a5d64fbe8,person_bobzien_susanne_contemporary,person,Susanne Bobzien,debate_stoic_compatibilism,debate,Stoic Compatibilism and Moral Responsibility,0.5,0.45,"Susanne Bobzien (née Susanne Bobzien, b. 1960), a German-British philosopher, professor of philosophy at Yale University (Joseph C. Hutchinson Chair) and subsequently senior research fellow at All Souls College, Oxford. ","Modern analytical debate node, not a single ancient doctrine. Sorabji 1980 distinguishes Augustine, Donini and Frede readings of the cylinder, says the soft reply appears perhaps with Chrysippus, and judges the eight ret"
discusses,ae3c96dc-e134-447b-ba88-8a6d82406969,pub_frede_2011_free_will,publication,Frede 2011 — A Free Will: Origins of the Notion in Ancient Thought,scholarly_argument_frede_alexander_s_critique_of_stoic__2,argument,D. Frede: Alexander argues that Stoic compatibilism cannot be maintained: the restriction ,0.5,0.21,"A Free Will: Origins of the Notion in Ancient Thought (Sather Classical Lectures 68; University of California Press, 2011). Edited by A. A. Long from lectures delivered by Frede before his death in 2007. Frede's central ","Alexander's critique of Stoic compatibilism — Alexander argues that Stoic compatibilism cannot be maintained: the restriction of fate to antecedent causes (while preserving free will, chance, and contingency) fails, and "
engages_with,f4662fe2-4827-4394-affa-cf61abf1da79,scholar_byerly_t,person,T. Ryan Byerly,person_pereboom_derk_contemporary,person,Derk Pereboom,0.5,0.32,"philosophy of religion, free will, theodicy",Hard incompatibilist developing source incompatibilism from Alexander of Aphrodisias. Four-Case Manipulation Argument against compatibilism.
engages_with,7011a1de-724e-47a4-be9c-0f483e40ddce,scholar_irwin_terence,person,T. H. Irwin,scholar_cooper_john,person,John Cooper,0.5,0.42,"Ancient philosophy, moral psychology, Aristotle","American philosopher (1939-2022). Henry Putnam University Professor of Philosophy at Princeton University. One of the most influential historians of ancient philosophy of his generation. Editor of ""Plato: Complete Works"""
discusses,397fc896-605a-4e52-a52b-476b719ba701,scholar_ramelli_ilaria,person,Ilaria Ramelli,concept_principle_alternative_possibilities_5s6t7u8v,concept,Principle of Alternative Possibilities (PAP),0.5,0.46,"Patristic philosophy, Origen, Alexander of Aphrodisias, late antique philosophy","A principle of modern analytical philosophy, formulated by Harry Frankfurt in ""Alternate Possibilities and Moral Responsibility"" (Journal of Philosophy 66.23, 1969, pp. 829–839): a person is morally responsible for what "
discusses,77169894-a59a-4c7c-88f9-f9a6fb7c3775,scholarly_argument_boys_stones_justin_martyr_as_middle_platon_7,argument,Boys-Stones: Implicitly acknowledges Justin Martyr (1 Apology 43) belongs to Middle Platonist,person_alcinous_2c_ce,person,Alcinous (possibly Albinus),0.5,0.46,"Boys-Stones explicitly counts 'the Christian Justin' among the 'thinkers who provide evidence for the theory' of hypothetical fate, alongside Plutarch, Apuleius, Amelius and Alexander of Lycopolis (pp. 433-434); n. 9 ref","Middle Platonist philosopher (fl. 2nd c. CE), author of the Didaskalikos (Διδασκαλικός, 'Handbook of Platonism'), the most complete surviving systematic exposition of Middle Platonism. Identity uncertain: the long-standi"
discusses,55d9387e-b531-44e2-9ea5-988b6fcbad04,scholarly_argument_engberg_pedersen_progression_and_moral_developm_3,argument,Engberg-Pedersen: Both Paul and the Stoics employ a model of ethical progression (prokopē) where i,school_stoics,school,Stoic School (Στοά),0.5,0.44,"Not verifiable in the fonds: the extraction contains only the first page of ch. 4 (p. 81) and nothing of p. 82; no mention of prokopē, of the sophos/prokoptontes distinction or of Phil 3:12-14. The nearest extracted text","Philosophical school founded by Zeno of Citium (c. 334-262 BCE) in Athens, named after the Stoa Poikile (Painted Porch). Central to free will debates through their doctrine (characterized in modern scholarship as compati"
cites_primary_source,b297da46-1d34-410b-99f5-02dd08b6fede,scholarly_argument_koch_alexander_s_aristotelian_sourc_5,argument,"Koch: Alexander draws on Aristotelian discussions of τὸ ἐφ’ ἡμῖν and ἐνδεχόμενον, but ",passage_alex_fat_3,passage,"Alexander of Aphrodisias, De Fato, 3",0.5,0.57,"Aristotle elaborated no doctrine of fate; the attribution of one rests on Mantissa XXV (a collection whose authenticity is discussed case by case) and a thin, hard-to-reconstruct Peripatetic tradition (Polyzelos' On Fate","ὅτι μὲν οὖν 8 αἰτίαν τινὰ τὴν εἱμαρμένην τοῖς γινομένοις εἶναι λέγουσιν πάντες οἱ περὶ εἱμαρμένης λέγοντές τι, γνώριμον (ταύτην γὰρ ἀποδιδόασίν τε καί φασιν αἰτίαν εἶναι τοῦ γίνεσθαι τὰ γινόμενα ὃν τρόπον γίνεται), ἐπεὶ "
cites_primary_source,a0c8f199-f3d4-4491-8a15-49e1dcd690b5,scholarly_argument_koch_alexander_s_rhetorical_strateg_6,argument,Koch: Alexander's anonymity in attacking contemporary Stoics reflects political cautio,passage_alex_fat_16,passage,"Alexander of Aphrodisias, De Fato, 16",0.5,0.56,"Koch reports Thillet's political explanation of the De fato's anonymous targets: a book offered to the Emperors, when Septimius Severus wished, like Pertinax, to emulate Marcus Aurelius, could hardly attack Stoic philoso","Ἀλλ’ ὅτι μὲν οὔτε σώζουσι τὸ ἐφ’ ἡμῖν οἱ λέγοντες πάντα καθ’ εἱμαρμένην γίνεσθαι (οὐ γὰρ περὶ οὖ ζητοῦμεν, εἰ σώζεται κατ’ αὐτούς, τοῦτο σώζεται, οἵ γε καὶ αἰτίαν ἀποδιδόναι πειρῶνται τοῦ μηδὲ τὴν ἀρχὴν δυνατὸν εἶναι τὸ "
discusses,324bcbc5-987e-42f4-93b6-f8ff5593121b,scholarly_work_sagnard_1952_ir_n_e_de_lyon_contre_les_h_r_sies_livre,publication,"Sagnard 1952 — Irénée de Lyon, Contre les hérésies, Livre III: Mise en lumière et réfutation de",scholarly_argument_sagnard_free_will_and_moral_responsibi_0,argument,Sagnard: Sagnard presents Irenaeus as holding that human beings have free will and moral ,0.5,0.28,"Irénée de Lyon, Contre les hérésies, Livre III: Mise en lumière et réfutation de la prétendue « Connaissance »","Sagnard's Introduction to SC 34 (Book III) treats Irenaeus and martyrdom, the plan and sources of Book III, and Irenaeus's vocabulary of newness — a 'new economy of liberty' opened by the coming of the Son — and the Eve/"
precedes,3ed58524-5489-4e48-a3f2-75e6d1044546,work_gregory_contra_fatum,work,"Gregory of Nyssa, Contra Fatum",work_nemesius_de_nat_hom,work,"Nemesius, De Natura Hominis",0.5,0.41,"Against Fate (Kata heimarmenes) by Gregory of Nyssa (PG 45, 145C-173D), a polemical antifatalist opusculum in the form of a letter recounting a debate held in Constantinople with a Stoicizing pagan philosopher who defend","Treatise on the Nature of Man (Peri physeos anthropou) by Nemesius of Emesa (late fourth/early fifth century), the first systematic Christian handbook of anthropology (PG 40, 504-817; ed. Matthaei Halle 1802). According "
contributes_to,stoicslice2026-scholarly_argument_bobzien_will_not_from_determinism_debate-contributes_to-debate_discovery_of_will,scholarly_argument_bobzien_will_not_from_determinism_debate,argument,Bobzien: the concept of the will did not develop out of the early Stoic determinism-and-freedom discussion,debate_discovery_of_will,debate,"The ""Discovery of the Will"" Debate",0.5,0.63,"In the Introduction Bobzien brackets the history of the concept of the will from her subject: although 'clearly related to the problem of determinism and freedom', 'the development of the concept of the will did not spri",Central scholarly debate: when and how did the philosophical concept of 'will' (voluntas/boulēsis) emerge as a distinct faculty? Key positions: Dihle (1982): Greek moral psychology was fundamentally intellectualist; 'St.
